State/UT,Year,Gender,MaxAge,MinAge,Crimes,#Cases
Manipur,2003,F,100,51,Rape,2
Manipur,2004,F,100,51,Rape,2
Manipur,2005,F,100,51,Rape,2
Manipur,2006,F,100,51,Rape,2
Manipur,2007,F,100,51,Rape,2
Manipur,2008,F,100,51,Rape,2
Manipur,2009,F,100,51,Rape,2
Manipur,2010,F,100,51,Rape,2
Meghalaya,2001,F,100,51,Rape,2
Meghalaya,2002,F,100,51,Rape,2
Meghalaya,2003,F,100,51,Rape,2
Meghalaya,2004,F,100,51,Rape,3
Meghalaya,2005,F,100,51,Rape,3
Meghalaya,2006,F,100,51,Rape,4
Meghalaya,2007,F,100,51,Rape,5
Meghalaya,2008,F,100,51,Rape,5
Meghalaya,2009,F,100,51,Rape,6
Meghalaya,2010,F,100,51,Rape,10
Mizoram,2001,F,100,51,Rape,14
Mizoram,2002,F,100,51,Rape,18
Mizoram,2003,F,100,51,Rape,15
Mizoram,2004,F,100,51,Rape,12
Mizoram,2005,F,100,51,Rape,10
Mizoram,2006,F,100,51,Rape,7
Mizoram,2007,F,100,51,Rape,4
Mizoram,2008,F,100,51,Rape,5
Mizoram,2009,F,100,51,Rape,7
Mizoram,2010,F,100,51,Rape,8
Nagaland,2001,F,100,51,Rape,8
Nagaland,2002,F,100,51,Rape,7
Nagaland,2003,F,100,51,Rape,7
Nagaland,2004,F,100,51,Rape,6
Nagaland,2005,F,100,51,Rape,6
Nagaland,2006,F,100,51,Rape,5
Nagaland,2007,F,100,51,Rape,5
Nagaland,2008,F,100,51,Rape,4
Nagaland,2009,F,100,51,Rape,4
Nagaland,2010,F,100,51,Rape,3
Odisha,2001,F,100,51,Rape,3
Odisha,2002,F,100,51,Rape,2
Odisha,2003,F,100,51,Rape,2
Odisha,2004,F,100,51,Rape,4
Odisha,2005,F,100,51,Rape,6
Odisha,2006,F,100,51,Rape,4
Odisha,2007,F,100,51,Rape,14
Odisha,2008,F,100,51,Rape,24
Odisha,2009,F,100,51,Rape,14
Odisha,2010,F,100,51,Rape,10
Puducherry,2001,F,100,51,Rape,9
Puducherry,2002,F,100,51,Rape,9
Puducherry,2003,F,100,51,Rape,8
Puducherry,2004,F,100,51,Rape,7
Puducherry,2005,F,100,51,Rape,6
Puducherry,2006,F,100,51,Rape,6
Puducherry,2007,F,100,51,Rape,5
Puducherry,2008,F,100,51,Rape,4
Puducherry,2009,F,100,51,Rape,3
Puducherry,2010,F,100,51,Rape,3
Punjab,2001,F,100,51,Rape,2
Punjab,2002,F,100,51,Rape,2
Punjab,2003,F,100,51,Rape,2
Punjab,2004,F,100,51,Rape,3
Punjab,2005,F,100,51,Rape,4
Punjab,2006,F,100,51,Rape,5
Punjab,2007,F,100,51,Rape,6
Punjab,2008,F,100,51,Rape,10
Punjab,2009,F,100,51,Rape,2
Punjab,2010,F,100,51,Rape,2
Rajasthan,2001,F,100,51,Rape,14
Rajasthan,2002,F,100,51,Rape,10
Rajasthan,2003,F,100,51,Rape,14
Rajasthan,2004,F,100,51,Rape,14
Rajasthan,2005,F,100,51,Rape,32
Rajasthan,2006,F,100,51,Rape,10
Rajasthan,2007,F,100,51,Rape,16
Rajasthan,2008,F,100,51,Rape,20
Rajasthan,2009,F,100,51,Rape,8
Rajasthan,2010,F,100,51,Rape,72
Sikkim,2001,F,100,51,Rape,66
Sikkim,2002,F,100,51,Rape,60
Sikkim,2003,F,100,51,Rape,53
Sikkim,2004,F,100,51,Rape,47
Sikkim,2005,F,100,51,Rape,41
Sikkim,2006,F,100,51,Rape,35
Sikkim,2007,F,100,51,Rape,29
Sikkim,2008,F,100,51,Rape,23
Sikkim,2009,F,100,51,Rape,16
Sikkim,2010,F,100,51,Rape,10
Tamil Nadu,2001,F,100,51,Rape,4
Tamil Nadu,2002,F,100,51,Rape,2
Tamil Nadu,2003,F,100,51,Rape,2
Tamil Nadu,2004,F,100,51,Rape,6
Tamil Nadu,2005,F,100,51,Rape,5
Tamil Nadu,2006,F,100,51,Rape,4
Tamil Nadu,2007,F,100,51,Rape,2
Tamil Nadu,2008,F,100,51,Rape,3
Tamil Nadu,2009,F,100,51,Rape,4
Tamil Nadu,2010,F,100,51,Rape,4
Tripura,2001,F,100,51,Rape,3
Tripura,2002,F,100,51,Rape,3
Tripura,2003,F,100,51,Rape,3
Tripura,2004,F,100,51,Rape,3
Tripura,2005,F,100,51,Rape,2
Tripura,2006,F,100,51,Rape,2
Tripura,2007,F,100,51,Rape,2
Tripura,2008,F,100,51,Rape,3
Tripura,2009,F,100,51,Rape,3
Tripura,2010,F,100,51,Rape,3
Uttar Pradesh,2001,F,100,51,Rape,3
Uttar Pradesh,2002,F,100,51,Rape,4
Uttar Pradesh,2003,F,100,51,Rape,4
Uttar Pradesh,2004,F,100,51,Rape,4
Uttar Pradesh,2005,F,100,51,Rape,10
Uttar Pradesh,2006,F,100,51,Rape,6
Uttar Pradesh,2007,F,100,51,Rape,6
Uttar Pradesh,2008,F,100,51,Rape,6
Uttar Pradesh,2009,F,100,51,Rape,6
Uttar Pradesh,2010,F,100,51,Rape,6
Uttarakhand,2001,F,100,51,Rape,5
Uttarakhand,2002,F,100,51,Rape,5
Uttarakhand,2003,F,100,51,Rape,5
Uttarakhand,2004,F,100,51,Rape,5
Uttarakhand,2005,F,100,51,Rape,5
Uttarakhand,2006,F,100,51,Rape,5
Uttarakhand,2007,F,100,51,Rape,5
Uttarakhand,2008,F,100,51,Rape,5
Uttarakhand,2009,F,100,51,Rape,4
Uttarakhand,2010,F,100,51,Rape,4
West Bengal,2001,F,100,51,Rape,4
West Bengal,2002,F,100,51,Rape,4
West Bengal,2003,F,100,51,Rape,4
West Bengal,2004,F,100,51,Rape,2
West Bengal,2005,F,100,51,Rape,2
West Bengal,2006,F,100,51,Rape,6
West Bengal,2007,F,100,51,Rape,10
West Bengal,2008,F,100,51,Rape,2
West Bengal,2009,F,100,51,Rape,2
West Bengal,2010,F,100,51,Rape,2
Andaman & Nicobar Islands,2001,F,13,10,Rape,2
Andaman & Nicobar Islands,2002,F,13,10,Rape,2
Andaman & Nicobar Islands,2003,F,13,10,Rape,2
Andaman & Nicobar Islands,2004,F,13,10,Rape,2
Andaman & Nicobar Islands,2005,F,13,10,Rape,3
Andaman & Nicobar Islands,2006,F,13,10,Rape,4
Andaman & Nicobar Islands,2007,F,13,10,Rape,3
Andaman & Nicobar Islands,2008,F,13,10,Rape,2
Andaman & Nicobar Islands,2009,F,13,10,Rape,6
Andaman & Nicobar Islands,2010,F,13,10,Rape,2
Andhra Pradesh,2001,F,13,10,Rape,253
Andhra Pradesh,2002,F,13,10,Rape,252
Andhra Pradesh,2003,F,13,10,Rape,255
Andhra Pradesh,2004,F,13,10,Rape,255
Andhra Pradesh,2005,F,13,10,Rape,258
Andhra Pradesh,2006,F,13,10,Rape,256
Andhra Pradesh,2007,F,13,10,Rape,250
Andhra Pradesh,2008,F,13,10,Rape,252
Andhra Pradesh,2009,F,13,10,Rape,260
Andhra Pradesh,2010,F,13,10,Rape,257
Arunachal Pradesh,2001,F,13,10,Rape,18
Arunachal Pradesh,2002,F,13,10,Rape,19
Arunachal Pradesh,2003,F,13,10,Rape,22
Arunachal Pradesh,2004,F,13,10,Rape,20
Arunachal Pradesh,2005,F,13,10,Rape,22
Arunachal Pradesh,2006,F,13,10,Rape,21
Arunachal Pradesh,2007,F,13,10,Rape,19
Arunachal Pradesh,2008,F,13,10,Rape,23
Arunachal Pradesh,2009,F,13,10,Rape,24
Arunachal Pradesh,2010,F,13,10,Rape,24
Assam,2001,F,13,10,Rape,40
Assam,2002,F,13,10,Rape,35
Assam,2003,F,13,10,Rape,37
Assam,2004,F,13,10,Rape,39
Assam,2005,F,13,10,Rape,36
Assam,2006,F,13,10,Rape,38
Assam,2007,F,13,10,Rape,41
Assam,2008,F,13,10,Rape,37
Assam,2009,F,13,10,Rape,42
Assam,2010,F,13,10,Rape,40
Bihar,2001,F,13,10,Rape,26
Bihar,2002,F,13,10,Rape,28
Bihar,2003,F,13,10,Rape,24
Bihar,2004,F,13,10,Rape,22
Bihar,2005,F,13,10,Rape,25
Bihar,2006,F,13,10,Rape,30
Bihar,2007,F,13,10,Rape,32
Bihar,2008,F,13,10,Rape,34
Bihar,2009,F,13,10,Rape,35
Bihar,2010,F,13,10,Rape,34
Chandigarh,2001,F,13,10,Rape,16
Chandigarh,2002,F,13,10,Rape,14
Chandigarh,2003,F,13,10,Rape,13
Chandigarh,2004,F,13,10,Rape,14
Chandigarh,2005,F,13,10,Rape,16
Chandigarh,2006,F,13,10,Rape,15
Chandigarh,2007,F,13,10,Rape,13
Chandigarh,2008,F,13,10,Rape,15
Chandigarh,2009,F,13,10,Rape,14
Chandigarh,2010,F,13,10,Rape,16
Chhattisgarh,2001,F,13,10,Rape,240
Chhattisgarh,2002,F,13,10,Rape,228
Chhattisgarh,2003,F,13,10,Rape,220
Chhattisgarh,2004,F,13,10,Rape,210
Chhattisgarh,2005,F,13,10,Rape,224
Chhattisgarh,2006,F,13,10,Rape,208
Chhattisgarh,2007,F,13,10,Rape,234
Chhattisgarh,2008,F,13,10,Rape,230
Chhattisgarh,2009,F,13,10,Rape,212
Chhattisgarh,2010,F,13,10,Rape,200
Dadra & Nagar Haveli,2001,F,13,10,Rape,4
Dadra & Nagar Haveli,2002,F,13,10,Rape,2
Dadra & Nagar Haveli,2003,F,13,10,Rape,2
Dadra & Nagar Haveli,2004,F,13,10,Rape,2
Dadra & Nagar Haveli,2005,F,13,10,Rape,2
Dadra & Nagar Haveli,2006,F,13,10,Rape,2
Dadra & Nagar Haveli,2007,F,13,10,Rape,4
Dadra & Nagar Haveli,2008,F,13,10,Rape,2
Dadra & Nagar Haveli,2009,F,13,10,Rape,4
Dadra & Nagar Haveli,2010,F,13,10,Rape,2
Daman & Diu,2001,F,13,10,Rape,20
Daman & Diu,2002,F,13,10,Rape,30
Daman & Diu,2003,F,13,10,Rape,26
Daman & Diu,2004,F,13,10,Rape,28
Daman & Diu,2005,F,13,10,Rape,22
Daman & Diu,2006,F,13,10,Rape,29
Daman & Diu,2007,F,13,10,Rape,40
Daman & Diu,2008,F,13,10,Rape,45
Daman & Diu,2009,F,13,10,Rape,32
Daman & Diu,2010,F,13,10,Rape,44
Delhi,2001,F,13,10,Rape,172
Delhi,2002,F,13,10,Rape,180
Delhi,2003,F,13,10,Rape,170
Delhi,2004,F,13,10,Rape,178
Delhi,2005,F,13,10,Rape,188
Delhi,2006,F,13,10,Rape,192
Delhi,2007,F,13,10,Rape,184
Delhi,2008,F,13,10,Rape,190
Delhi,2009,F,13,10,Rape,194
Delhi,2010,F,13,10,Rape,174
Goa,2001,F,13,10,Rape,14
Goa,2002,F,13,10,Rape,16
Goa,2003,F,13,10,Rape,18
Goa,2004,F,13,10,Rape,14
Goa,2005,F,13,10,Rape,18
Goa,2006,F,13,10,Rape,13
Goa,2007,F,13,10,Rape,20
Goa,2008,F,13,10,Rape,12
Goa,2009,F,13,10,Rape,22
Goa,2010,F,13,10,Rape,19
Gujarat,2001,F,13,10,Rape,46
Gujarat,2002,F,13,10,Rape,42
Gujarat,2003,F,13,10,Rape,44
Gujarat,2004,F,13,10,Rape,54
Gujarat,2005,F,13,10,Rape,56
Gujarat,2006,F,13,10,Rape,60
Gujarat,2007,F,13,10,Rape,60
Gujarat,2008,F,13,10,Rape,54
Gujarat,2009,F,13,10,Rape,54
Gujarat,2010,F,13,10,Rape,56
Haryana,2001,F,13,10,Rape,70
Haryana,2002,F,13,10,Rape,78
Haryana,2003,F,13,10,Rape,68
Haryana,2004,F,13,10,Rape,74
Haryana,2005,F,13,10,Rape,68
Haryana,2006,F,13,10,Rape,64
Haryana,2007,F,13,10,Rape,68
Haryana,2008,F,13,10,Rape,72
Haryana,2009,F,13,10,Rape,76
Haryana,2010,F,13,10,Rape,80
Himachal Pradesh,2001,F,13,10,Rape,30
Himachal Pradesh,2002,F,13,10,Rape,26
Himachal Pradesh,2003,F,13,10,Rape,28
Himachal Pradesh,2004,F,13,10,Rape,24
Himachal Pradesh,2005,F,13,10,Rape,26
Himachal Pradesh,2006,F,13,10,Rape,22
Himachal Pradesh,2007,F,13,10,Rape,30
Himachal Pradesh,2008,F,13,10,Rape,32
Himachal Pradesh,2009,F,13,10,Rape,32
Himachal Pradesh,2010,F,13,10,Rape,32
Jammu & Kashmir,2001,F,13,10,Rape,24
Jammu & Kashmir,2002,F,13,10,Rape,25
Jammu & Kashmir,2003,F,13,10,Rape,22
Jammu & Kashmir,2004,F,13,10,Rape,17
Jammu & Kashmir,2005,F,13,10,Rape,18
Jammu & Kashmir,2006,F,13,10,Rape,16
Jammu & Kashmir,2007,F,13,10,Rape,14
Jammu & Kashmir,2008,F,13,10,Rape,18
Jammu & Kashmir,2009,F,13,10,Rape,16
Jammu & Kashmir,2010,F,13,10,Rape,14
Jharkhand,2001,F,13,10,Rape,6
Jharkhand,2002,F,13,10,Rape,9
Jharkhand,2003,F,13,10,Rape,12
Jharkhand,2004,F,13,10,Rape,13
Jharkhand,2005,F,13,10,Rape,14
Jharkhand,2006,F,13,10,Rape,90
Jharkhand,2007,F,13,10,Rape,30
Jharkhand,2008,F,13,10,Rape,4
Jharkhand,2009,F,13,10,Rape,45
Jharkhand,2010,F,13,10,Rape,85
Karnataka,2001,F,13,10,Rape,126
Karnataka,2002,F,13,10,Rape,20
Karnataka,2003,F,13,10,Rape,94
Karnataka,2004,F,13,10,Rape,30
Karnataka,2005,F,13,10,Rape,26
Karnataka,2006,F,13,10,Rape,32
Karnataka,2007,F,13,10,Rape,64
Karnataka,2008,F,13,10,Rape,48
Karnataka,2009,F,13,10,Rape,98
Karnataka,2010,F,13,10,Rape,94
Kerala,2001,F,13,10,Rape,92
Kerala,2002,F,13,10,Rape,58
Kerala,2003,F,13,10,Rape,72
Kerala,2004,F,13,10,Rape,72
Kerala,2005,F,13,10,Rape,62
Kerala,2006,F,13,10,Rape,118
Kerala,2007,F,13,10,Rape,90
Kerala,2008,F,13,10,Rape,102
Kerala,2009,F,13,10,Rape,90
Kerala,2010,F,13,10,Rape,96
Lakshadweep,2001,F,13,10,Rape,143
Lakshadweep,2002,F,13,10,Rape,189
Lakshadweep,2003,F,13,10,Rape,236
Lakshadweep,2004,F,13,10,Rape,282
Lakshadweep,2005,F,13,10,Rape,329
Lakshadweep,2006,F,13,10,Rape,375
Lakshadweep,2007,F,13,10,Rape,422
Lakshadweep,2008,F,13,10,Rape,468
Lakshadweep,2009,F,13,10,Rape,515
Lakshadweep,2010,F,13,10,Rape,561
Madhya Pradesh,2001,F,13,10,Rape,608
Madhya Pradesh,2002,F,13,10,Rape,370
Madhya Pradesh,2003,F,13,10,Rape,462
Madhya Pradesh,2004,F,13,10,Rape,560
Madhya Pradesh,2005,F,13,10,Rape,588
Madhya Pradesh,2006,F,13,10,Rape,192
Madhya Pradesh,2007,F,13,10,Rape,574
Madhya Pradesh,2008,F,13,10,Rape,454
Madhya Pradesh,2009,F,13,10,Rape,582
Madhya Pradesh,2010,F,13,10,Rape,608
Maharashtra,2001,F,13,10,Rape,304
Maharashtra,2002,F,13,10,Rape,260
Maharashtra,2003,F,13,10,Rape,232
Maharashtra,2004,F,13,10,Rape,266
Maharashtra,2005,F,13,10,Rape,264
Maharashtra,2006,F,13,10,Rape,254
Maharashtra,2007,F,13,10,Rape,250
Maharashtra,2008,F,13,10,Rape,270
Maharashtra,2009,F,13,10,Rape,242
Maharashtra,2010,F,13,10,Rape,268
Manipur,2001,F,13,10,Rape,2
Manipur,2002,F,13,10,Rape,2
Manipur,2003,F,13,10,Rape,2
Manipur,2004,F,13,10,Rape,2
Manipur,2005,F,13,10,Rape,2
Manipur,2006,F,13,10,Rape,8
Manipur,2007,F,13,10,Rape,4
Manipur,2008,F,13,10,Rape,16
Manipur,2009,F,13,10,Rape,10
Manipur,2010,F,13,10,Rape,4
Meghalaya,2001,F,13,10,Rape,4
Meghalaya,2002,F,13,10,Rape,18
Meghalaya,2003,F,13,10,Rape,10
Meghalaya,2004,F,13,10,Rape,16
Meghalaya,2005,F,13,10,Rape,20
Meghalaya,2006,F,13,10,Rape,22
Meghalaya,2007,F,13,10,Rape,24
Meghalaya,2008,F,13,10,Rape,34
Meghalaya,2009,F,13,10,Rape,46
Meghalaya,2010,F,13,10,Rape,68
Mizoram,2001,F,13,10,Rape,35
Mizoram,2002,F,13,10,Rape,2
Mizoram,2003,F,13,10,Rape,6
Mizoram,2004,F,13,10,Rape,17
Mizoram,2005,F,13,10,Rape,27
Mizoram,2006,F,13,10,Rape,38
Mizoram,2007,F,13,10,Rape,46
Mizoram,2008,F,13,10,Rape,8
Mizoram,2009,F,13,10,Rape,6
Mizoram,2010,F,13,10,Rape,34
Nagaland,2001,F,13,10,Rape,18
Nagaland,2002,F,13,10,Rape,2
Nagaland,2003,F,13,10,Rape,2
Nagaland,2004,F,13,10,Rape,2
Nagaland,2005,F,13,10,Rape,2
Nagaland,2006,F,13,10,Rape,2
Nagaland,2007,F,13,10,Rape,2
Nagaland,2008,F,13,10,Rape,2
Nagaland,2009,F,13,10,Rape,2
Nagaland,2010,F,13,10,Rape,2
Odisha,2001,F,13,10,Rape,18
Odisha,2002,F,13,10,Rape,18
Odisha,2003,F,13,10,Rape,36
Odisha,2004,F,13,10,Rape,4
Odisha,2005,F,13,10,Rape,53
Odisha,2006,F,13,10,Rape,102
Odisha,2007,F,13,10,Rape,82
Odisha,2008,F,13,10,Rape,54
Odisha,2009,F,13,10,Rape,48
Odisha,2010,F,13,10,Rape,34
Puducherry,2001,F,13,10,Rape,4
Puducherry,2002,F,13,10,Rape,4
Puducherry,2003,F,13,10,Rape,3
Puducherry,2004,F,13,10,Rape,3
Puducherry,2005,F,13,10,Rape,2
Puducherry,2006,F,13,10,Rape,2
Puducherry,2007,F,13,10,Rape,2
Puducherry,2008,F,13,10,Rape,2
Puducherry,2009,F,13,10,Rape,21
Puducherry,2010,F,13,10,Rape,41
Punjab,2001,F,13,10,Rape,60
Punjab,2002,F,13,10,Rape,24
